STT,key,id,day,start,count,room,teacher,class,member,name,weight,week
2662,MT124,01,7,6,2,204/DB,,MT124571,60,Anh văn chuyên môn Kỹ thuật môi trường,2,12**5678901234567***
2663,MT124,02,7,8,2,204/DB,,MT124572,60,Anh văn chuyên môn Kỹ thuật môi trường,2,12**5678901234567***
2664,MT125,01,5,1,2,202/DB,,MT125X71,60,"Dân số, sức khỏe và môi trường",2,12**5678901234567***
2665,MT130,01,0,0,0,,,MT130X71,110,TT. Giáo trình quản lý môi trường,2,12**5678901234567***
2666,MT132,01,2,6,2,102MTN,,MT132X71,60,Anh văn chuyên môn quản lý môi trường,2,12**5678901234567***
2667,MT137,E01,4,6,3,103MTN,,2057A1,40,Sinh hóa - KTMT,2,12**567890123***7***
2668,MT145,01,7,1,2,301/C1,,MT145X71,60,Quản lý tài nguyên đất đai,2,12**5678901234567***
2669,MT146,01,5,3,2,202/DB,,MT146X71,60,Quản lý tài nguyên rừng,2,12**5678901234567***
2670,MT150,01,5,6,2,202/DB,,MT150381,60,Hóa môi trường ứng dụng,2,12**5678901234567***
2671,MT150,E01,5,1,3,102MTN,,20X7A1,60,Hóa môi trường ứng dụng,2,12**567890123***7***
2672,MT150,E02,2,6,3,209/B1,,20X7A2,65,Hóa môi trường ứng dụng,2,12**567890123***7***
2673,MT152,01,4,6,3,301MTN,,MT152381,60,Thống kê phép thí nghiệm - MT,3,12**5678901234567***
2674,MT155,E01,4,4,2,102MTN,,2025A1,60,Trắc địa đại cương,3,12**567890123***7***
2675,MT155,E01,3,4,2,102MTN,,2025A1,60,Trắc địa đại cương,3,12**567890123***7***
2676,MT155,E02,5,8,2,202/B1,,2025A2,60,Trắc địa đại cương,3,12**567890123***7***
2677,MT155,E02,4,4,2,102/B1,,2025A2,60,Trắc địa đại cương,3,12**567890123***7***
2678,MT155,E03,3,4,2,101/B1,,2025A3,60,Trắc địa đại cương,3,12**567890123***7***
2679,MT155,E03,5,6,2,102MTN,,2025A3,60,Trắc địa đại cương,3,12**567890123***7***
2680,MT157,01,3,3,2,302MTN,,MT157251,60,Nông nghiệp đô thị,2,12**5678901234567***
2681,MT158,01,6,4,2,210/C2,,MT158251,60,Quản lý đô thị,2,12**5678901234567***
2682,MT160,01,0,0,0,,,MT160571,60,Báo cáo chuyên đề kỹ thuật môi trường,2,12**5678901234567***
2683,MT161,01,6,8,2,204/DB,,MT161571,60,Công nghệ môi trường đại cương,2,12**5678901234567***
2684,MT161,E01,5,6,3,103MTN,,2057A1,40,Công nghệ môi trường đại cương,2,12**567890123***7***
2685,MT162,01,5,6,2,302/DB,,MT162571,60,Quá trình và thiết bị trong kỹ thuật môi trường,2,12**5678901234567***
2686,MT165,01,6,6,2,301MTN,,MT165X71,60,Quản lý và sử dụng tiết kiệm năng lượng,2,12**5678901234567***
2687,MT203,01,3,8,2,305/C1,,MT203381,60,Ô nhiễm môi trường nông nghiệp và nông thôn,2,12**5678901234567***
2688,MT203,02,5,6,2,101MTN,,MT203382,60,Ô nhiễm môi trường nông nghiệp và nông thôn,2,12**5678901234567***
2689,MT204,01,6,6,2,302MTN,,MT204381,60,Ô nhiễm môi trường đô thị,2,12**5678901234567***
2690,MT204,02,6,1,2,301MTN,,MT204382,60,Ô nhiễm môi trường đô thị,2,12**5678901234567***
2691,MT206,01,3,1,2,301MTN,,MT206381,60,Năng lượng tái tạo,2,12**5678901234567***
2692,MT206,02,3,3,2,301MTN,,MT206382,60,Năng lượng tái tạo,2,12**5678901234567***
2693,MT207,01,3,6,2,301MTN,,MT207381,60,Phương pháp nghiên cứu môi trường,2,12**5678901234567***
2694,MT207,02,5,8,2,102MTN,,MT207382,60,Phương pháp nghiên cứu môi trường,2,12**5678901234567***
2695,MT209,01,3,4,2,103MTN,,MT209381,60,Biến đổi khí hậu và ứng phó,2,12**5678901234567***
2696,MT211,01,4,1,2,113/A3,,MT211381,60,Luật và chính sách môi trường,2,12**5678901234567***
2697,MT221,01,5,4,2,106/B1,,MT221251,80,Quy hoạch phát triển vùng và đô thị,2,12**5678901234567***
2698,MT222,01,4,1,2,111/B1,,MT222251,60,Phát triển bền vững tài nguyên đất đai,2,12**5678901234567***
2699,MT222,02,4,4,2,103MTN,,MT222252,60,Phát triển bền vững tài nguyên đất đai,2,12**5678901234567***
2700,MT223,01,2,3,2,302MTN,,MT223251,60,Mô hình hóa trong quản lý đất đai,2,12**5678901234567***
2701,MT223,02,6,8,2,305/C1,,MT223252,60,Mô hình hóa trong quản lý đất đai,2,12**5678901234567***
2702,MT224,01,3,1,3,103MTN,,MT224251,60,Đồ họa và thiết kế cảnh quan đô thị,3,12**5678901234567***
2703,MT225,01,5,1,2,103MTN,,MT225251,60,Kỹ năng chuyên ngành,2,12**5678901234567***
2704,MT225,02,5,4,2,110/C2,,MT225252,60,Kỹ năng chuyên ngành,2,12**5678901234567***
2705,MT226,01,3,6,2,202/DB,,MT226251,60,Thống kê địa lý,2,12**5678901234567***
2706,MT227,01,7,3,2,301/C1,,MT227251,60,Dự báo biến động tài nguyên đất đai,2,12**5678901234567***
2707,MT228,01,2,3,2,111/NN,,MT228251,60,Quản lý và giảm nhẹ thiên tai,2,12**5678901234567***
2708,MT229,01,5,8,2,302/DB,,MT229251,60,Kinh tế tài nguyên đất đai,2,12**5678901234567***
2709,MT232,01,7,6,3,302MTN,,MT232571,60,Kỹ thuật xử lý ô nhiễm không khí và tiếng Ồn,3,12**5678901234567***
2710,MT234,01,0,0,0,,,MT234571,60,TT. Công trình xử lý môi trường,1,12**5678901234567***
2711,MT235,01,0,0,0,,,MT235571,60,Thực tập ngành nghề kỹ thuật môi trường,2,12**5678901234567***
2712,MT242,01,7,6,2,302/DB,,MT242X71,60,Thiên tai và quản lý rủi ro,2,12**5678901234567***
2713,MT243,01,6,1,3,303/DB,,MT243X71,60,Quản lý chất lượng môi trường,3,12**5678901234567***
2714,MT244,01,0,0,0,,,MT244571,100,TT. Xử lý nước cấp và nước thải,2,12**5678901234567***
2715,MT246,01,5,1,2,301MTN,,MT246381,60,Cơ sở biến đổi khí hậu,2,12**5678901234567***
2716,MT247,01,7,1,2,302MTN,,MT247381,60,Cơ sở môi trường đất,2,12**5678901234567***
2717,MT247,E01,4,6,3,102MTN,,20X7A1,60,Cơ sở môi trường đất,2,12**567890123***7***
2718,MT247,E02,6,1,3,101MTN,,20X7A2,65,Cơ sở môi trường đất,2,12**567890123***7***
2719,MT266,01,4,1,3,101/XH,,MT266251,60,Hệ thống thông tin địa lý và định vị toàn cầu (GIS-GPS),3,12**5678901234567***
2720,MT273,01,0,0,0,,,MT273U21,40,Đồ án thoát và xử lý nước thải đô thị,2,12**5678901234567***
2721,MT287,01,0,0,0,,,MT287U21,20,Đồ án kiểm soát ô nhiễm nguồn nước,2,12**5678901234567***
2722,MT303,01,3,6,2,302MTN,,MT303381,60,Sinh vật chỉ thị môi trường,2,12**5678901234567***
2723,MT308,01,5,6,2,106/C2,,MT308381,60,Quản lý và đánh giá tác động môi trường,2,12**5678901234567***
2724,MT309,01,4,1,2,101/B1,,MT309X71,60,Quản lý chất lượng môi trường,2,12**5678901234567***
2725,MT309,02,4,4,2,404/D1,,MT309X72,60,Quản lý chất lượng môi trường,2,12**5678901234567***
2726,MT311,01,5,3,2,301MTN,,MT311X71,60,Quản lý môi trường,2,12**5678901234567***
2727,MT312,01,5,8,2,302MTN,,MT312381,60,Bảo tồn đa dạng sinh học,2,12**5678901234567***
2728,MT313,01,0,0,0,,,MT313381,60,TT. Bảo tồn đa dạng sinh học,1,12**5678901234567***
2729,MT316,01,4,6,2,101MTN,,MT316X72,80,Quản lý môi trường và tài nguyên biển,2,12**5678901234567***
2730,MT319,01,5,6,2,302MTN,,MT319381,60,Phát triển bền vững,2,12**5678901234567***
2731,MT323,01,3,6,2,203/MT,,MT323381,60,Quản lý môi trường đô thị và khu công nghiệp,2,12**5678901234567***
2732,MT324,01,3,8,2,202/DB,,MT324381,60,Quản lý đất ngập nước,2,12**5678901234567***
2733,MT330,01,7,4,2,301MTN,,MT330571,60,Ô nhiễm đất và kỹ thuật phục hồi,2,12**5678901234567***
2734,MT334,01,7,8,2,103MTN,,MT334X71,60,Quản lý tài nguyên trên cơ sở phát triển cộng đồng,2,12**5678901234567***
2735,MT334,02,2,6,2,302MTN,,MT334X72,60,Quản lý tài nguyên trên cơ sở phát triển cộng đồng,2,12**5678901234567***
2736,MT338,01,3,6,3,101MTN,,MT338571,80,Kỹ thuật xử lý nước thải,3,12**5678901234567***
2737,MT338,02,3,1,3,102MTN,,MT338572,60,Kỹ thuật xử lý nước thải,3,12**5678901234567***
2738,MT339,01,0,0,0,,,MT339571,150,TT. Kỹ thuật xử lý nước thải,1,12**5678901234567***
2739,MT340,01,5,8,2,204/DB,,MT340X71,60,Quản lý tài nguyên nước,2,12**5678901234567***
2740,MT341,01,0,0,0,,,MT341381,80,Luận văn tốt nghiệp - KHMT,10,12**5678901234567***
2741,MT342,01,5,1,2,103/A3,,MT342X71,80,Đánh giá tác động môi trường,2,12**5678901234567***
2742,MT342,02,6,6,2,103/C1,,MT342X72,80,Đánh giá tác động môi trường,2,12**5678901234567***
2743,MT342,03,4,4,2,101MTN,,MT342X73,60,Đánh giá tác động môi trường,2,12**5678901234567***
2744,MT342,04,6,8,2,201/B1,,MT342X74,60,Đánh giá tác động môi trường,2,12**5678901234567***
2745,MT345,01,2,8,2,102MTN,,MT345571,60,Kỹ thuật xử lý nước cấp,2,12**5678901234567***
2746,MT345,02,3,8,2,301MTN,,MT345572,60,Kỹ thuật xử lý nước cấp,2,12**5678901234567***
2747,MT346,01,2,4,2,101MTN,,MT346571,80,Quản lý và xử lý chất thải độc hại,2,12**5678901234567***
2748,MT346,02,6,4,2,301MTN,,MT346572,60,Quản lý và xử lý chất thải độc hại,2,12**5678901234567***
2749,MT346,03,2,6,2,301MTN,,MT346573,60,Quản lý và xử lý chất thải độc hại,2,12**5678901234567***
2750,MT347,01,4,1,3,102MTN,,MT347571,60,Kỹ thuật xử lý nước thải,3,12**5678901234567***
2751,MT347,02,4,6,3,302MTN,,MT347572,60,Kỹ thuật xử lý nước thải,3,12**5678901234567***
2752,MT350,01,7,1,2,101MTN,,MT350571,80,Quản lý và xử lý chất thải rắn,2,12**5678901234567***
2753,MT351,01,0,0,0,,,MT351571,80,TT. Xử lý chất thải rắn,1,12**5678901234567***
2754,MT352,01,0,0,0,,,MT352X71,40,TT. Quản lý tài nguyên nước,1,12**5678901234567***
2755,MT353,01,6,8,2,202/DB,,MT353571,60,Công trình xử lý môi trường,2,12**5678901234567***
2756,MT357,01,3,6,2,203/C2,,MT357571,60,Công nghệ sạch,2,12**5678901234567***
2757,MT358,01,5,1,2,101MTN,,MT358X71,80,Quy hoạch môi trường,2,12**5678901234567***
2758,MT358,02,3,1,2,302MTN,,MT358X72,60,Quy hoạch môi trường,2,12**5678901234567***
2759,MT358,03,3,4,2,404/D1,,MT358X73,60,Quy hoạch môi trường,2,12**5678901234567***
2760,MT361,01,5,4,2,302MTN,,MT361571,60,Quản lý và tái sử dụng chất thải hữu cơ,2,12**5678901234567***
2761,MT362,01,5,6,2,204/DB,,MT362X71,60,Ứng dụng GIS trong quản lý môi trường,2,12**5678901234567***
2762,MT366,01,2,1,2,302MTN,,MT366X71,60,Quản lý môi trường nông nghiệp,2,12**5678901234567***
2763,MT367,01,5,1,3,302MTN,,MT367571,60,Phương pháp xử lý nước thải,3,12**5678901234567***
2764,MT368,01,0,0,0,,,MT368571,40,Tiểu luận tốt nghiệp - KTMT,4,12**5678901234567***
2765,MT369,01,0,0,0,,,MT369571,100,Luận văn tốt nghiệp - KTMT,10,12**5678901234567***
2766,MT370,01,0,0,0,,,MT370X71,100,TT. Đánh giá tác động môi trường,1,12**5678901234567***
2767,MT373,01,2,8,2,302MTN,,MT373X71,60,Kiểm soát ô nhiễm không khí và tiếng Ồn,2,12**5678901234567***
2768,MT375,01,0,0,0,,,MT375X71,40,Thực tập ngành nghề - QLMT,2,12**5678901234567***
2769,MT376,01,0,0,0,,,MT376X71,60,Luận văn tốt nghiệp - QLMT,10,12**5678901234567***
2770,MT384,01,6,8,2,301MTN,,MT384571,60,Kinh tế chất thải,2,12**5678901234567***
2771,MT388,01,0,0,0,,,MT388381,40,Niên luận Môi trường,3,12**5678901234567***
2772,MT389,01,0,0,0,,,MT389381,40,Niên luận tài nguyên thiên nhiên,3,12**5678901234567***
2773,MT390,01,0,0,0,,,MT390571,60,Đồ án xử lý ô nhiễm không khí,2,12**5678901234567***
2774,MT391,01,0,0,0,,,MT391571,120,Đồ án xử lý nước cấp và nước thải,2,12**5678901234567***
2775,MT392,01,0,0,0,,,MT392571,60,Đồ án quản lý và xử lý chất thải rắn,2,12**5678901234567***
2776,MT393,01,0,0,0,,,MT393571,60,Đồ án công trình xử lý môi trường,2,12**5678901234567***
2777,MT397,01,0,0,0,,,MT397251,40,Tiểu luận tốt nghiệp - QLĐĐ,4,12**5678901234567***
2778,MT418,01,2,1,2,302/DB,,MT418251,60,Phương pháp nghiên cứu khoa học TN&MT,2,12**5678901234567***
2779,MT418,02,6,1,2,306/D1,,MT418252,60,Phương pháp nghiên cứu khoa học TN&MT,2,12**5678901234567***
2780,MT421,01,2,8,2,101MTN,,MT421571,60,Vi sinh môi trường,2,12**5678901234567***
2781,MT421,02,5,1,2,105/KH,,MT421382,60,Vi sinh môi trường,2,12**5678901234567***
2782,MT421,E01,4,1,3,302MTN,,20X7A1,60,Vi sinh môi trường,2,12**567890123***7***
2783,MT421,E02,4,6,3,306/C1,,20X7A2,65,Vi sinh môi trường,2,12**567890123***7***
2784,MT422,01,0,0,0,,,MT422571,60,TT. Vi sinh học môi trường,2,12**5678901234567***
2785,MT423,01,6,1,3,102MTN,,MT423571,60,Thủy khí động lực học,3,12**5678901234567***
2786,MT435,01,0,0,0,,,MT435X71,120,TT. Quản lý chất lượng môi trường,2,12**5678901234567***
2787,MT436,01,0,0,0,,,MT436X71,60,TT. Quản lý và xử lý chất thải,2,12**5678901234567***
2788,MT437,01,0,0,0,,,MT437381,60,TT. Sinh thái học cơ bản,2,12**5678901234567***
2789,MT437,E01,0,0,0,,,2038A1,30,TT. Sinh thái học cơ bản,2,12**567890123***7***
2790,MT442,01,7,1,3,301MTN,,MT442571,60,Đồ họa chuyên ngành - KTMT,3,12**5678901234567***
2791,MT447,01,0,0,0,,,MT447X71,60,TT. Đánh giá tác động môi trường,2,12**5678901234567***
2792,MT449,01,0,0,0,,,MT449381,60,TT. Bảo tồn đa dạng sinh học,2,12**5678901234567***
2793,MT450,01,0,0,0,,,MT450U21,60,Luận văn tốt nghiệp - KTTNN,10,12**5678901234567***
2794,NN100,01,6,4,2,107/NN,,NN100121,60,Kỹ năng mềm,2,12**5678901234567***
2795,NN100,02,5,4,2,401/D1,,NN100671,60,Kỹ năng mềm,2,12**5678901234567***
2796,NN100,C01,5,1,3,105/NN,,2067A1,65,Kỹ năng mềm,2,12**567***1234567***
2797,NN100,C02,3,1,3,105/NN,,2067A2,55,Kỹ năng mềm,2,12**567***1234567***
2798,NN100,C03,4,1,3,105/NN,,2067A3,60,Kỹ năng mềm,2,12**567***1234567***
2799,NN100,C04,2,1,3,108/NN,,2067A4,60,Kỹ năng mềm,2,12**567***1234567***
2800,NN101,01,4,4,2,109/NN,,NN101121,80,Chọn giống gia súc,2,12**5678901234567***
2801,NN101,02,4,1,2,111/NN,,NN101191,80,Chọn giống gia súc,2,12**5678901234567***
2802,NN102,01,2,4,2,204/NN,,NN102121,50,Cơ thể học gia súc,2,12**5678901234567***
2803,NN102,C01,5,6,3,105/NN,,2067A1,65,Cơ thể học gia súc,2,12**567***1234567***
2804,NN102,C02,6,6,3,105/NN,,2067A2,55,Cơ thể học gia súc,2,12**567***1234567***
2805,NN102,C03,2,1,3,205AB1,,2067A3,60,Cơ thể học gia súc,2,12**567***1234567***
2806,NN102,C04,5,1,3,107/NN,,2067A4,60,Cơ thể học gia súc,2,12**567***1234567***
2807,NN102,C05,4,3,3,105/B1,,20S1A1,85,Cơ thể học gia súc,2,12**567***1234567***
2808,NN103,01,7,4,2,111/NN,,NN103121,70,Di truyền học động vật,2,12**5678901234567***
2809,NN103,C01,4,6,3,107/NN,,2067A1,65,Di truyền học động vật,2,12**567***1234567***
2810,NN103,C02,5,6,3,107/NN,,2067A2,55,Di truyền học động vật,2,12**567***1234567***
2811,NN103,C03,5,1,3,108/NN,,2067A3,60,Di truyền học động vật,2,12**567***1234567***
2812,NN103,C04,7,1,3,111/NN,,2067A4,60,Di truyền học động vật,2,12**567***1234567***
2813,NN104,01,2,4,2,202/NN,,NN104121,50,Dinh dưỡng gia súc,2,12**5678901234567***
2814,NN105,01,7,1,3,207/NN,,NN105121,60,Sinh lý gia súc,3,12**5678901234567***
2815,NN105,02,5,3,3,107/B1,,NN105671,70,Sinh lý gia súc,3,12**5678901234567***
2816,NN107,01,2,1,2,110/NN,,NN107121,80,Thức ăn gia súc,2,12**5678901234567***
2817,NN108,01,7,1,2,104/NN,,NN108121,50,Tổ chức học động vật,2,12**5678901234567***
2818,NN109,01,3,8,2,202/NN,,NN109121,40,Vi sinh đại cương - CNTY,2,12**5678901234567***
2819,NN110,01,5,1,2,203/NN,,NN110122,50,Dược lý thú y,2,12**5678901234567***
2820,NN110,H01,4,2,4,203HA5,,18V2A5,40,Dược lý thú y,2,12**567890**********
2821,NN111,01,5,8,2,103/NN,,NN111111,50,Phương pháp nghiên cứu khoa học - Nông nghiệp,2,12**5678901234567***
2822,NN111,03,6,4,2,202/NN,,NN111X91,50,Phương pháp nghiên cứu khoa học - Nông nghiệp,2,12**5678901234567***
2823,NN111,04,4,4,2,104/NN,,NN111721,50,Phương pháp nghiên cứu khoa học - Nông nghiệp,2,12**5678901234567***
2824,NN111,05,3,6,2,104/NN,,NN111Z11,50,Phương pháp nghiên cứu khoa học - Nông nghiệp,2,12**5678901234567***
2825,NN111,06,3,4,2,203/NN,,NN111731,50,Phương pháp nghiên cứu khoa học - Nông nghiệp,2,12**5678901234567***
2826,NN111,07,4,1,2,204/NN,,NN111671,50,Phương pháp nghiên cứu khoa học - Nông nghiệp,2,12**5678901234567***
2827,NN112,03,4,4,2,204/NN,,NN112671,50,Miễn dịch học,2,12**5678901234567***
2828,NN113,01,3,4,2,201/NN,,NN113671,50,Ngoại khoa gia súc,2,12**5678901234567***
2829,NN114,01,3,1,4,PMAYNN,,NN114Z21,30,Tin học ứng dụng - CNTY,2,12**5678901234567***
2830,NN114,02,3,6,4,PMAYNN,,NN114121,30,Tin học ứng dụng - CNTY,2,12**5678901234567***
2831,NN114,03,4,1,4,PMAYNN,,NN114671,30,Tin học ứng dụng - CNTY,2,12**5678901234567***
2832,NN118,01,5,6,2,112/NN,,NN118671,60,Vi sinh trong chăn nuôi,2,12**5678901234567***
2833,NN119,01,5,4,2,108/B1,,NN119671,60,Vi sinh thú y,2,12**5678901234567***
2834,NN120,01,2,6,2,111/NN,,NN120671,60,Anh văn chuyên môn - Thú y,2,12**5678901234567***
2835,NN120,02,6,4,2,201/C2,,NN120672,60,Anh văn chuyên môn - Thú y,2,12**5678901234567***
2836,NN121,01,4,6,3,207/NN,,NN121671,80,Giải phẩu bệnh lý,3,12**5678901234567***
2837,NN122,01,5,1,3,103/NN,,NN122721,50,Sinh hóa A,3,12**5678901234567***
2838,NN123,01,4,4,2,106/NN,,NN123081,70,Sinh hóa B,2,12**5678901234567***
2839,NN123,02,3,4,2,105/NN,,NN123111,70,Sinh hóa B,2,12**5678901234567***
2840,NN123,03,4,1,2,112/NN,,NN123191,70,Sinh hóa B,2,12**5678901234567***
2841,NN123,C01,3,1,3,107/NN,,2067A1,65,Sinh hóa B,2,12**567***1234567***
2842,NN123,C02,3,6,3,105/NN,,2067A2,55,Sinh hóa B,2,12**567***1234567***
2843,NN123,C03,2,6,3,203/D2,,2067A3,60,Sinh hóa B,2,12**567***1234567***
2844,NN123,C04,4,6,3,106/NN,,2067A4,60,Sinh hóa B,2,12**567***1234567***
2845,NN123,C05,3,1,3,203/KH,,20S1A1,85,Sinh hóa B,2,12**567***1234567***
2846,NN123,D01,6,6,3,101MTN,,2019A1,60,Sinh hóa B,2,12**567890***4567***
2847,NN123,D02,5,1,3,109/NN,,2073A1,55,Sinh hóa B,2,12**567890***4567***
2848,NN123,D03,3,1,3,109/NN,,2073A2,60,Sinh hóa B,2,12**567890***4567***
2849,NN123,D04,4,1,3,109/NN,,2073A3,65,Sinh hóa B,2,12**567890***4567***
2850,NN123,D05,5,1,3,206/NN,,20S4A1,85,Sinh hóa B,2,12**567890***4567***
2851,NN123,M01,4,4,2,403/D2,,NN1908F1,40,Sinh hóa B,2,12**5678901234567***
2852,NN124,02,2,1,4,T2SHOA,,NN124111,80,TT. Sinh hóa,1,12**5678901234567***
2853,NN124,03,7,6,4,TTSHOA,,NN124191,80,TT. Sinh hóa,1,12**5678901234567***
2854,NN124,04,4,1,4,T2SHOA,,NN124691,80,TT. Sinh hóa,1,12**5678901234567***
2855,NN124,13,3,6,4,T2SHOA,,NN124941,70,TT. Sinh hóa,1,12**5678901234567***
2856,NN124,14,3,1,4,T2SHOA,,NN124H01,50,TT. Sinh hóa,1,12**5678901234567***
2857,NN124,C01,6,6,4,TTSHOA,,2067A1,65,TT. Sinh hóa,1,12**567***1234567***
2858,NN124,C02,6,1,4,TTSHOA,,2067A2,55,TT. Sinh hóa,1,12**567***1234567***
2859,NN124,C03,3,6,4,TTSHOA,,2067A3,60,TT. Sinh hóa,1,12**567***1234567***
2860,NN124,C04,3,1,4,TTSHOA,,2067A4,60,TT. Sinh hóa,1,12**567***1234567***
2861,NN124,C05,5,6,4,T2SHOA,,20S1A1,85,TT. Sinh hóa,1,12**567***1234567***
2862,NN124,D01,2,6,4,T2SHOA,,2019A1,60,TT. Sinh hóa,1,12**567890***4567***
2863,NN124,D02,6,1,4,T2SHOA,,2073A1,55,TT. Sinh hóa,1,12**567890***4567***
2864,NN124,D03,7,1,4,T2SHOA,,2073A2,60,TT. Sinh hóa,1,12**567890***4567***
2865,NN124,D04,5,1,4,T2SHOA,,2073A3,65,TT. Sinh hóa,1,12**567890***4567***
2866,NN124,D05,6,6,4,T2SHOA,,20S4A1,85,TT. Sinh hóa,1,12**567890***4567***
2867,NN124,M01,2,6,4,TTSHOA,,NN1908F1,40,TT. Sinh hóa,1,12**5678901234567***
2868,NN125,01,5,4,2,103/NN,,NN125081,50,Nhiệt kỹ thuật,2,12**5678901234567***
2869,NN125,E01,5,1,3,205/NN,,2082A1,90,Nhiệt kỹ thuật,2,12**567890123***7***
2870,NN125,E02,6,1,3,109/NN,,2082A2,80,Nhiệt kỹ thuật,2,12**567890123***7***
2871,NN126,01,6,1,2,103/NN,,NN126111,50,Di truyền học đại cương,2,12**5678901234567***
2872,NN126,D01,4,1,3,211/C2,,2073A1,55,Di truyền học đại cương,2,12**567890***4567***
2873,NN126,D02,6,3,3,102/B1,,2073A2,60,Di truyền học đại cương,2,12**567890***4567***
2874,NN126,D03,3,1,3,108/NN,,2073A3,65,Di truyền học đại cương,2,12**567890***4567***
2875,NN126,D04,3,6,3,101/NN,,20V8A1,40,Di truyền học đại cương,2,12**567890***4567***
2876,NN127,01,0,0,0,,,NN127111,80,TT. Di truyền học đại cương,1,12**5678901234567***
2877,NN127,D01,0,0,0,,,2073A1,55,TT. Di truyền học đại cương,1,12**567890***4567***
2878,NN127,D02,0,0,0,,,2073A2,60,TT. Di truyền học đại cương,1,12**567890***4567***
2879,NN127,D03,0,0,0,,,2073A3,65,TT. Di truyền học đại cương,1,12**567890***4567***
2880,NN127,D04,0,0,0,,,20V8A1,40,TT. Di truyền học đại cương,1,12**567890***4567***
2881,NN128,01,3,1,3,103/NN,,NN128791,50,Sinh lý thực vật A,3,12**5678901234567***
2882,NN129,01,7,1,2,107/NN,,NN129111,70,Sinh lý thực vật B,2,12**5678901234567***
2883,NN129,02,2,4,2,112/NN,,NN129191,70,Sinh lý thực vật B,2,12**5678901234567***
2884,NN129,03,4,4,2,207/NN,,NN129Z31,70,Sinh lý thực vật B,2,12**5678901234567***
2885,NN129,D01,4,1,3,108/NN,,2019A1,75,Sinh lý thực vật B,2,12**567890***4567***
2886,NN129,D02,2,1,3,205/NN,,20S6A1,85,Sinh lý thực vật B,2,12**567890***4567***
2887,NN130,01,0,0,0,,,NN130101,70,TT. Sinh lý thực vật,1,12**5678901234567***
2888,NN130,02,0,0,0,,,NN130111,70,TT. Sinh lý thực vật,1,12**5678901234567***
2889,NN130,03,0,0,0,,,NN130191,70,TT. Sinh lý thực vật,1,12**5678901234567***
2890,NN130,05,0,0,0,,,NN130721,70,TT. Sinh lý thực vật,1,12**5678901234567***
2891,NN130,D01,0,0,0,,,2019A1,75,TT. Sinh lý thực vật,1,12**567890***4567***
2892,NN130,D02,0,0,0,,,20S6A1,85,TT. Sinh lý thực vật,1,12**567890***4567***
2893,NN131,01,5,6,2,207/NN,,NN131111,60,Thổ nhưỡng B,2,12**5678901234567***
2894,NN131,02,6,8,2,207/NN,,NN131191,60,Thổ nhưỡng B,2,12**5678901234567***
2895,NN131,D01,6,1,3,101/NN,,20V8A1,40,Thổ nhưỡng B,2,12**567890***4567***
2896,NN134,01,2,4,2,103/NN,,NN134111,50,Anh văn chuyên môn - KHCT,2,12**5678901234567***
2897,NN135,01,7,1,2,108/NN,,NN135Z11,60,Anh văn chuyên môn giống cây trồng,2,12**5678901234567***
2898,NN138,01,4,6,3,107/B1,,NN138731,80,Hóa bảo vệ thực vật A,3,12**5678901234567***
2899,NN142,01,5,8,2,101/NN,,NN142791,40,Anh văn chuyên môn hoa viên và cây cảnh,2,12**5678901234567***
2900,NN143,01,5,1,2,101/NN,,NN143111,50,Hóa bảo vệ thực vật B,2,12**5678901234567***
2901,NN144,01,6,4,2,204/NN,,NN144081,40,Hóa học thực phẩm,2,12**5678901234567***
2902,NN145,01,0,0,0,,,NN145081,40,TT. Hóa học thực phẩm,1,12**5678901234567***
2903,NN151,01,6,1,2,107/NN,,NN151081,80,Phụ gia trong chế biến thực phẩm,2,12**5678901234567***
2904,NN151,02,4,4,2,112/NN,,NN151082,80,Phụ gia trong chế biến thực phẩm,2,12**5678901234567***
2905,NN152,03,3,1,2,201/B1,,NN152081,50,Vật lý học thực phẩm,2,12**5678901234567***
2906,NN153,01,2,1,2,111/NN,,NN153081,70,Thống kê phép thí nghiệm - CNTP,2,12**5678901234567***
2907,NN153,02,5,8,2,109/NN,,NN153082,70,Thống kê phép thí nghiệm - CNTP,2,12**5678901234567***
2908,NN153,03,3,1,2,106/NN,,NN153083,70,Thống kê phép thí nghiệm - CNTP,2,12**5678901234567***
2909,NN153,04,2,8,2,106/B1,,NN153084,70,Thống kê phép thí nghiệm - CNTP,2,12**5678901234567***
2910,NN153,05,3,4,2,112/NN,,NN153085,70,Thống kê phép thí nghiệm - CNTP,2,12**5678901234567***
2911,NN155,01,5,8,2,111/NN,,NN155081,80,Hình họa và vẽ kỹ thuật,2,12**5678901234567***
2912,NN155,02,5,4,2,201/C1,,NN155082,80,Hình họa và vẽ kỹ thuật,2,12**5678901234567***
2913,NN157,01,2,6,2,PMAYNN,,NN157081,60,Tin học ứng dụng - CNTP,2,12**5678901234567***
2914,NN157,02,2,8,2,PMAYNN,,NN157082,60,Tin học ứng dụng - CNTP,2,12**5678901234567***
2915,NN158,01,4,4,2,212/B1,,NN158081,60,Anh văn chuyên ngành - CNTP,2,12**5678901234567***
2916,NN160,01,5,1,2,HTR/KL,,NN160251,60,Anh văn chuyên môn QLĐĐ,2,12**5678901234567***
2917,NN161,01,2,4,2,203/NN,,NN161721,40,Anh văn chuyên ngành khoa học đất,2,12**5678901234567***
