STT,key,id,day,start,count,room,teacher,class,member,name,weight,week
1168,FL006H,M01,5,6,2,403/D2,,NN2008F1,47,Viết 2,2,12**5678901234567***
1169,FL006H,M02,3,6,2,202/KT,,KT2021F1,41,Viết 2,2,12**5678901234567***
1170,FL006H,M03,5,6,2,105/KT,,KT2021F2,41,Viết 2,2,12**5678901234567***
1171,FL006H,M04,5,8,2,103/KT,,KT2021F3,40,Viết 2,2,12**5678901234567***
1172,FL006H,M05,5,8,2,404/D2,,DA2066T1,46,Viết 2,2,12**5678901234567***
1173,FL006H,M06,5,6,2,CLC1CN,,TN20T5F1,40,Viết 2,2,12**5678901234567***
1174,FL006H,M07,2,6,2,406/D2,,TN20T7F1,49,Viết 2,2,12**5678901234567***
1175,FL006H,M08,5,6,2,LT2/DI,,DI20V7F1,34,Viết 2,2,12**5678901234567***
1176,FL006H,M09,6,1,2,LT1/DI,,DI20V7F2,40,Viết 2,2,12**5678901234567***
1177,FL006H,M10,6,6,2,LT1/DI,,DI20V7F3,35,Viết 2,2,12**5678901234567***
1178,FL006H,M11,6,8,2,LT1/DI,,DI20V7F4,34,Viết 2,2,12**5678901234567***
1179,FL006H,M12,5,8,2,105/KT,,KT20W4F1,40,Viết 2,2,12**5678901234567***
1180,FL006H,M13,6,3,2,106/KT,,KT20W4F2,40,Viết 2,2,12**5678901234567***
1181,FL006H,M14,4,1,2,105/KT,,KT20W4F3,40,Viết 2,2,12**5678901234567***
1182,FL006H,M15,6,1,2,201/KT,,KT20W4F4,40,Viết 2,2,12**5678901234567***
1183,FL006H,M16,3,4,2,107/KT,,KT20W4F5,40,Viết 2,2,12**5678901234567***
1184,FL095H,M01,6,6,2,CLC1FL,,FL19V1F1,40,Kỹ năng quản lý công việc,1,12**5678901234567***
1185,FL095H,M01,4,6,2,CLC3FL,,FL19V1F1,40,Kỹ năng quản lý công việc,1,12**5678901234567***
1186,FL095H,M02,3,6,2,CLC5FL,,FL19V1F2,40,Kỹ năng quản lý công việc,1,12**5678901234567***
1187,FL095H,M02,5,6,2,CLC3FL,,FL19V1F2,40,Kỹ năng quản lý công việc,1,12**5678901234567***
1188,FL095H,M03,5,4,2,CLC6FL,,FL19V1F3,40,Kỹ năng quản lý công việc,1,12**5678901234567***
1189,FL095H,M03,2,6,2,CLC5FL,,FL19V1F3,40,Kỹ năng quản lý công việc,1,12**5678901234567***
1190,FL095H,M04,4,4,2,CLC5FL,,FL19V1F4,40,Kỹ năng quản lý công việc,1,12**5678901234567***
1191,FL095H,M04,2,1,2,CLC1FL,,FL19V1F4,40,Kỹ năng quản lý công việc,1,12**5678901234567***
1192,FL100H,01,0,0,0,,,FL100H01,50,Thi đánh giá năng lực tiếng Anh,2,********************
1193,FL100H,02,0,0,0,,,FL100H02,50,Thi đánh giá năng lực tiếng Anh,2,********************
1194,FL102H,M01,3,1,4,CLC1FL,,FL20V1F1,44,Ngữ pháp nâng cao,2,12**5678901234567***
1195,FL102H,M02,5,1,4,CLC1FL,,FL20V1F2,43,Ngữ pháp nâng cao,2,12**5678901234567***
1196,FL102H,M03,2,6,4,CLC1FL,,FL20V1F3,41,Ngữ pháp nâng cao,2,12**5678901234567***
1197,FL102H,M04,3,6,4,CLC1FL,,FL20V1F4,41,Ngữ pháp nâng cao,2,12**5678901234567***
1198,FL102H,M05,3,1,4,107/SP,,FL20V1F5,41,Ngữ pháp nâng cao,2,12**5678901234567***
1199,FL104H,M01,5,6,4,CLC2FL,,FL20V1F1,44,Ngữ âm thực hành 2,2,12**5678901234567***
1200,FL104H,M02,6,6,4,CLC2FL,,FL20V1F2,43,Ngữ âm thực hành 2,2,12**5678901234567***
1201,FL104H,M03,3,1,4,CLC2FL,,FL20V1F3,41,Ngữ âm thực hành 2,2,12**5678901234567***
1202,FL104H,M04,2,6,4,CLC2FL,,FL20V1F4,41,Ngữ âm thực hành 2,2,12**5678901234567***
1203,FL104H,M05,3,6,4,CLC2FL,,FL20V1F5,41,Ngữ âm thực hành 2,2,12**5678901234567***
1204,FL106H,M01,4,6,3,CLC1FL,,FL20V1F1,44,Nghe Nói 2 - Kỹ năng giao tiếp trung cấp 1,3,12**5678901234567***
1205,FL106H,M01,2,6,3,CLC3FL,,FL20V1F1,44,Nghe Nói 2 - Kỹ năng giao tiếp trung cấp 1,3,12**5678901234567***
1206,FL106H,M02,7,1,3,CLC1FL,,FL20V1F2,43,Nghe Nói 2 - Kỹ năng giao tiếp trung cấp 1,3,12**5678901234567***
1207,FL106H,M02,3,1,3,CLC3FL,,FL20V1F2,43,Nghe Nói 2 - Kỹ năng giao tiếp trung cấp 1,3,12**5678901234567***
1208,FL106H,M03,6,6,3,CLC3FL,,FL20V1F3,41,Nghe Nói 2 - Kỹ năng giao tiếp trung cấp 1,3,12**5678901234567***
1209,FL106H,M03,4,6,3,CLC2FL,,FL20V1F3,41,Nghe Nói 2 - Kỹ năng giao tiếp trung cấp 1,3,12**5678901234567***
1210,FL106H,M04,4,1,3,CLC4FL,,FL20V1F4,41,Nghe Nói 2 - Kỹ năng giao tiếp trung cấp 1,3,12**5678901234567***
1211,FL106H,M04,5,3,3,CLC4FL,,FL20V1F4,41,Nghe Nói 2 - Kỹ năng giao tiếp trung cấp 1,3,12**5678901234567***
1212,FL106H,M05,4,6,3,CLC4FL,,FL20V1F5,41,Nghe Nói 2 - Kỹ năng giao tiếp trung cấp 1,3,12**5678901234567***
1213,FL106H,M05,5,6,3,402/D2,,FL20V1F5,41,Nghe Nói 2 - Kỹ năng giao tiếp trung cấp 1,3,12**5678901234567***
1214,FL108H,M01,5,6,3,CLC6FL,,FL19V1F1,40,Nghe Nói 4 - Kỹ năng giao tiếp nâng cao,2,12**5678901234567***
1215,FL108H,M01,3,6,3,CLC4FL,,FL19V1F1,40,Nghe Nói 4 - Kỹ năng giao tiếp nâng cao,2,12**5678901234567***
1216,FL108H,M02,6,6,3,CLC4FL,,FL19V1F2,40,Nghe Nói 4 - Kỹ năng giao tiếp nâng cao,2,12**5678901234567***
1217,FL108H,M02,4,6,3,CLC5FL,,FL19V1F2,40,Nghe Nói 4 - Kỹ năng giao tiếp nâng cao,2,12**5678901234567***
1218,FL108H,M03,3,1,3,CLC6FL,,FL19V1F3,40,Nghe Nói 4 - Kỹ năng giao tiếp nâng cao,2,12**5678901234567***
1219,FL108H,M03,5,1,3,CLC6FL,,FL19V1F3,40,Nghe Nói 4 - Kỹ năng giao tiếp nâng cao,2,12**5678901234567***
1220,FL108H,M04,4,1,3,CLC6FL,,FL19V1F4,40,Nghe Nói 4 - Kỹ năng giao tiếp nâng cao,2,12**5678901234567***
1221,FL108H,M04,6,3,3,CLC5FL,,FL19V1F4,40,Nghe Nói 4 - Kỹ năng giao tiếp nâng cao,2,12**5678901234567***
1222,FL111H,M01,3,6,4,CLC3FL,,FL20V1F1,44,Đọc 2 - Kỹ năng đọc hiểu trung cấp 1,2,12**5678901234567***
1223,FL111H,M02,2,6,4,CLC4FL,,FL20V1F2,43,Đọc 2 - Kỹ năng đọc hiểu trung cấp 1,2,12**5678901234567***
1224,FL111H,M03,5,6,4,CLC4FL,,FL20V1F3,41,Đọc 2 - Kỹ năng đọc hiểu trung cấp 1,2,12**5678901234567***
1225,FL111H,M04,3,1,4,CLC4FL,,FL20V1F4,41,Đọc 2 - Kỹ năng đọc hiểu trung cấp 1,2,12**5678901234567***
1226,FL111H,M05,4,1,4,CLC2FL,,FL20V1F5,41,Đọc 2 - Kỹ năng đọc hiểu trung cấp 1,2,12**5678901234567***
1227,FL113H,M01,4,1,3,CLC3FL,,FL19V1F1,40,Đọc 4 - Kỹ năng đọc hiểu nâng cao,2,12**5678901234567***
1228,FL113H,M01,2,6,3,CLC6FL,,FL19V1F1,40,Đọc 4 - Kỹ năng đọc hiểu nâng cao,2,12**5678901234567***
1229,FL113H,M02,6,1,3,CLC3FL,,FL19V1F2,40,Đọc 4 - Kỹ năng đọc hiểu nâng cao,2,12**5678901234567***
1230,FL113H,M02,2,1,3,CLC3FL,,FL19V1F2,40,Đọc 4 - Kỹ năng đọc hiểu nâng cao,2,12**5678901234567***
1231,FL113H,M03,6,1,3,CLC4FL,,FL19V1F3,40,Đọc 4 - Kỹ năng đọc hiểu nâng cao,2,12**5678901234567***
1232,FL113H,M03,3,6,3,CLC6FL,,FL19V1F3,40,Đọc 4 - Kỹ năng đọc hiểu nâng cao,2,12**5678901234567***
1233,FL113H,M04,2,6,3,CLC9FL,,FL19V1F4,40,Đọc 4 - Kỹ năng đọc hiểu nâng cao,2,12**5678901234567***
1234,FL113H,M04,4,6,3,CLC9FL,,FL19V1F4,40,Đọc 4 - Kỹ năng đọc hiểu nâng cao,2,12**5678901234567***
1235,FL116H,M01,5,1,4,CLC2FL,,FL20V1F1,44,Viết 2 - Các thể loại luận 1,2,12**5678901234567***
1236,FL116H,M02,4,1,4,CLC1FL,,FL20V1F2,43,Viết 2 - Các thể loại luận 1,2,12**5678901234567***
1237,FL116H,M03,5,1,4,CLC3FL,,FL20V1F3,41,Viết 2 - Các thể loại luận 1,2,12**5678901234567***
1238,FL116H,M04,5,6,4,CLC5FL,,FL20V1F4,41,Viết 2 - Các thể loại luận 1,2,12**5678901234567***
1239,FL116H,M05,6,6,4,CLC5FL,,FL20V1F5,41,Viết 2 - Các thể loại luận 1,2,12**5678901234567***
1240,FL118H,M01,2,1,4,CLC2FL,,FL19V1F1,40,Viết 4 - Văn bản xã hội,2,12**5678901234567***
1241,FL118H,M02,3,1,4,CLC5FL,,FL19V1F2,40,Viết 4 - Văn bản xã hội,2,12**5678901234567***
1242,FL118H,M03,4,6,2,402/D2,,FL19V1F3,40,Viết 4 - Văn bản xã hội,2,12**5678901234567***
1243,FL118H,M03,6,6,2,107/SP,,FL19V1F3,40,Viết 4 - Văn bản xã hội,2,12**5678901234567***
1244,FL118H,M04,6,8,2,107/SP,,FL19V1F4,40,Viết 4 - Văn bản xã hội,2,12**5678901234567***
1245,FL118H,M04,3,6,2,402/D2,,FL19V1F4,40,Viết 4 - Văn bản xã hội,2,12**5678901234567***
1246,FL202H,M01,7,3,2,CLC7FL,,FL19V1F1,40,Ngữ âm và âm vị học tiếng Anh,2,12**5678901234567***
1247,FL202H,M02,7,8,2,CLC7FL,,FL19V1F2,40,Ngữ âm và âm vị học tiếng Anh,2,12**5678901234567***
1248,FL202H,M03,7,6,2,CLC7FL,,FL19V1F3,40,Ngữ âm và âm vị học tiếng Anh,2,12**5678901234567***
1249,FL202H,M04,7,1,2,CLC7FL,,FL19V1F4,40,Ngữ âm và âm vị học tiếng Anh,2,12**5678901234567***
1250,FL204H,M01,3,6,3,CLC7FL,,FL18V1F1,40,Ngữ nghĩa học và ngữ dụng học tiếng Anh,3,12**5678901234567***
1251,FL204H,M02,4,6,3,CLC7FL,,FL18V1F2,40,Ngữ nghĩa học và ngữ dụng học tiếng Anh,3,12**5678901234567***
1252,FL204H,M03,5,6,3,CLC7FL,,FL18V1F3,40,Ngữ nghĩa học và ngữ dụng học tiếng Anh,3,12**5678901234567***
1253,FL205,01,3,6,3,112/A3,,FL205001,40,Đọc - Viết B1,3,12**5678901234567***
1254,FL205,02,3,1,3,303/D2,,FL205002,40,Đọc - Viết B1,3,12**5678901234567***
1255,FL205,02,5,6,2,113/A3,,FL205002,40,Đọc - Viết B1,3,12**5678901234567***
1256,FL205,03,3,4,2,113/A3,,FL205003,40,Đọc - Viết B1,3,12**5678901234567***
1257,FL205,03,6,6,3,113/A3,,FL205003,40,Đọc - Viết B1,3,12**5678901234567***
1258,FL205,04,5,4,2,204/NN,,FL205004,40,Đọc - Viết B1,3,12**5678901234567***
1259,FL205,04,4,6,3,205/KH,,FL205004,40,Đọc - Viết B1,3,12**5678901234567***
1260,FL205,05,5,1,3,113/A3,,FL205005,40,Đọc - Viết B1,3,12**5678901234567***
1261,FL205,05,6,4,2,402/TS,,FL205005,40,Đọc - Viết B1,3,12**5678901234567***
1262,FL206H,M01,5,1,3,CLC7FL,,FL18V1F1,40,Phê bình văn học,3,12**5678901234567***
1263,FL206H,M02,3,1,3,CLC8FL,,FL18V1F2,40,Phê bình văn học,3,12**5678901234567***
1264,FL206H,M03,6,1,3,CLC9FL,,FL18V1F3,40,Phê bình văn học,3,12**5678901234567***
1265,FL207,01,6,8,2,102/C1,,FL207001,40,Đọc - Viết B2.2,3,12**5678901234567***
1266,FL207,01,5,6,3,102/NN,,FL207001,40,Đọc - Viết B2.2,3,12**5678901234567***
1267,FL207,02,6,4,2,113/A3,,FL207002,40,Đọc - Viết B2.2,3,12**5678901234567***
1268,FL207,02,2,1,3,113/A3,,FL207002,40,Đọc - Viết B2.2,3,12**5678901234567***
1269,FL207,03,2,4,2,210/C2,,FL207003,40,Đọc - Viết B2.2,3,12**5678901234567***
1270,FL207,03,4,1,3,303/CN,,FL207003,40,Đọc - Viết B2.2,3,12**5678901234567***
1271,FL207,04,2,6,3,106/C2,,FL207004,40,Đọc - Viết B2.2,3,12**5678901234567***
1272,FL207,04,4,4,2,113/A3,,FL207004,40,Đọc - Viết B2.2,3,12**5678901234567***
1273,FL207,05,4,1,2,101/NN,,FL207005,40,Đọc - Viết B2.2,3,12**5678901234567***
1274,FL207,05,3,3,3,101/NN,,FL207005,40,Đọc - Viết B2.2,3,12**5678901234567***
1275,FL207,06,4,6,3,102/NN,,FL207006,40,Đọc - Viết B2.2,3,12**5678901234567***
1276,FL207,06,2,1,2,201/NN,,FL207006,40,Đọc - Viết B2.2,3,12**5678901234567***
1277,FL207,07,2,1,3,402/TS,,FL207007,40,Đọc - Viết B2.2,3,12**5678901234567***
1278,FL207,07,6,6,2,103/NN,,FL207007,40,Đọc - Viết B2.2,3,12**5678901234567***
1279,FL207,08,6,8,2,201/NN,,FL207008,40,Đọc - Viết B2.2,3,12**5678901234567***
1280,FL207,08,2,6,3,110/C2,,FL207008,40,Đọc - Viết B2.2,3,12**5678901234567***
1281,FL208,01,4,1,3,106/C2,,FL208001,40,Đọc - Viết C1.1,3,12**5678901234567***
1282,FL208,01,2,4,2,113/A3,,FL208001,40,Đọc - Viết C1.1,3,12**5678901234567***
1283,FL208,H01,3,6,3,302HA5,,19V1A5,45,Đọc - Viết C1.1,3,12**5678901234567***
1284,FL208,H01,2,2,3,301HA5,,19V1A5,45,Đọc - Viết C1.1,3,12**5678901234567***
1285,FL208,H02,3,2,3,103HA5,,19V1A6,45,Đọc - Viết C1.1,3,12**5678901234567***
1286,FL208,H02,2,6,3,303HA5,,19V1A6,45,Đọc - Viết C1.1,3,12**5678901234567***
1287,FL208H,M01,3,4,2,CLC3FL,,FL19V1F1,40,Dịch thuật đại cương,2,12**5678901234567***
1288,FL208H,M02,2,8,2,CLC5FL,,FL19V1F2,40,Dịch thuật đại cương,2,12**5678901234567***
1289,FL208H,M03,6,4,2,CLC4FL,,FL19V1F3,40,Dịch thuật đại cương,2,12**5678901234567***
1290,FL208H,M04,6,1,2,CLC6FL,,FL19V1F4,40,Dịch thuật đại cương,2,12**5678901234567***
1291,FL209H,M01,4,6,3,CLC8FL,,FL18V1F1,40,Biên dịch căn bản,2,12**5678901234567***
1292,FL209H,M01,2,6,3,CLC8FL,,FL18V1F1,40,Biên dịch căn bản,2,12**5678901234567***
1293,FL209H,M02,3,6,3,CLC8FL,,FL18V1F2,40,Biên dịch căn bản,2,12**5678901234567***
1294,FL209H,M02,5,6,3,CLC8FL,,FL18V1F2,40,Biên dịch căn bản,2,12**5678901234567***
1295,FL209H,M03,6,6,3,CLC8FL,,FL18V1F3,40,Biên dịch căn bản,2,12**5678901234567***
1296,FL209H,M03,4,1,3,CLC7FL,,FL18V1F3,40,Biên dịch căn bản,2,12**5678901234567***
1297,FL210H,M01,5,6,3,CLC9FL,,FL18V1F1,40,Phiên dịch đuổi căn bản,2,12**5678901234567***
1298,FL210H,M01,6,3,3,CLC1FL,,FL18V1F1,40,Phiên dịch đuổi căn bản,2,12**5678901234567***
1299,FL210H,M02,4,1,3,CLC8FL,,FL18V1F2,40,Phiên dịch đuổi căn bản,2,12**5678901234567***
1300,FL210H,M02,6,1,3,CLC8FL,,FL18V1F2,40,Phiên dịch đuổi căn bản,2,12**5678901234567***
1301,FL210H,M03,4,6,3,107/SP,,FL18V1F3,40,Phiên dịch đuổi căn bản,2,12**5678901234567***
1302,FL210H,M03,2,6,3,CLC7FL,,FL18V1F3,40,Phiên dịch đuổi căn bản,2,12**5678901234567***
1303,FL212H,M01,0,0,0,,,FL18V1F1,40,Thực tế ngoài trường,2,12**5678901234567***
1304,FL212H,M02,0,0,0,,,FL18V1F2,40,Thực tế ngoài trường,2,12**5678901234567***
1305,FL214,01,3,8,2,201/C2,,FL214001,30,Kỹ năng giao tiếp và thuyết trình chuyên nghiệp,2,12**5678901234567***
1306,FL214,01,5,6,2,107/A3,,FL214001,30,Kỹ năng giao tiếp và thuyết trình chuyên nghiệp,2,12**5678901234567***
1307,FL214,02,3,6,2,109/A3,,FL214002,30,Kỹ năng giao tiếp và thuyết trình chuyên nghiệp,2,12**5678901234567***
1308,FL214,02,5,8,2,106/A3,,FL214002,30,Kỹ năng giao tiếp và thuyết trình chuyên nghiệp,2,12**5678901234567***
1309,FL215,01,2,8,2,203/B1,,FL215001,40,Kỹ năng thuyết trình,2,12**5678901234567***
1310,FL215,01,3,8,2,202/C2,,FL215001,40,Kỹ năng thuyết trình,2,12**5678901234567***
1311,FL215,02,4,4,2,303/D1,,FL215002,40,Kỹ năng thuyết trình,2,12**5678901234567***
1312,FL215,02,2,1,2,108/C2,,FL215002,40,Kỹ năng thuyết trình,2,12**5678901234567***
1313,FL215,03,4,4,2,203/NN,,FL215003,40,Kỹ năng thuyết trình,2,12**5678901234567***
1314,FL215,03,5,8,2,203/C2,,FL215003,40,Kỹ năng thuyết trình,2,12**5678901234567***
1315,FL215,04,5,6,2,301/TS,,FL215004,40,Kỹ năng thuyết trình,2,12**5678901234567***
1316,FL215,04,4,1,2,301/C1,,FL215004,40,Kỹ năng thuyết trình,2,12**5678901234567***
1317,FL219,01,5,6,3,211/C2,,FL219001,40,Nghe - Nói B1,3,12**5678901234567***
1318,FL219,01,3,1,2,108/C2,,FL219001,40,Nghe - Nói B1,3,12**5678901234567***
1319,FL219,02,6,6,3,110/C2,,FL219002,40,Nghe - Nói B1,3,12**5678901234567***
1320,FL219,02,4,4,2,211/C2,,FL219002,40,Nghe - Nói B1,3,12**5678901234567***
1321,FL219,03,2,1,3,102/B1,,FL219003,40,Nghe - Nói B1,3,12**5678901234567***
1322,FL219,03,4,4,2,106/A3,,FL219003,40,Nghe - Nói B1,3,12**5678901234567***
1323,FL219,04,4,6,3,109/C1,,FL219004,40,Nghe - Nói B1,3,12**5678901234567***
1324,FL219,04,2,4,2,303/TS,,FL219004,40,Nghe - Nói B1,3,12**5678901234567***
1325,FL219,05,3,4,2,303/D2,,FL219005,40,Nghe - Nói B1,3,12**5678901234567***
1326,FL219,05,6,1,3,206/D2,,FL219005,40,Nghe - Nói B1,3,12**5678901234567***
1327,FL221,01,2,6,3,210/C2,,FL221001,40,Nghe - Nói B2.2,3,12**5678901234567***
1328,FL221,01,6,6,2,204/C2,,FL221001,40,Nghe - Nói B2.2,3,12**5678901234567***
1329,FL221,02,3,1,2,211/C2,,FL221002,40,Nghe - Nói B2.2,3,12**5678901234567***
1330,FL221,02,5,3,3,202/C2,,FL221002,40,Nghe - Nói B2.2,3,12**5678901234567***
1331,FL221,03,2,4,2,303/D2,,FL221003,40,Nghe - Nói B2.2,3,12**5678901234567***
1332,FL221,03,6,1,3,108/C2,,FL221003,40,Nghe - Nói B2.2,3,12**5678901234567***
1333,FL221,04,2,6,3,211/C2,,FL221004,40,Nghe - Nói B2.2,3,12**5678901234567***
1334,FL221,04,6,6,2,107/C2,,FL221004,40,Nghe - Nói B2.2,3,12**5678901234567***
1335,FL221,05,6,1,3,201/C2,,FL221005,40,Nghe - Nói B2.2,3,12**5678901234567***
1336,FL221,05,5,1,2,202/NN,,FL221005,40,Nghe - Nói B2.2,3,12**5678901234567***
1337,FL221,06,5,3,3,202/NN,,FL221006,40,Nghe - Nói B2.2,3,12**5678901234567***
1338,FL221,06,6,4,2,103/C2,,FL221006,40,Nghe - Nói B2.2,3,12**5678901234567***
1339,FL221,07,6,4,2,101/C2,,FL221007,40,Nghe - Nói B2.2,3,12**5678901234567***
1340,FL221,07,2,1,3,210/C2,,FL221007,40,Nghe - Nói B2.2,3,12**5678901234567***
1341,FL221,08,3,3,3,206/D2,,FL221008,40,Nghe - Nói B2.2,3,12**5678901234567***
1342,FL221,08,5,4,2,113/A3,,FL221008,40,Nghe - Nói B2.2,3,12**5678901234567***
1343,FL222,01,6,3,3,106/C2,,FL222001,40,Nghe - Nói C1.1,3,12**5678901234567***
1344,FL222,01,2,1,2,109/A3,,FL222001,40,Nghe - Nói C1.1,3,12**5678901234567***
1345,FL222,H01,2,6,3,302HA5,,19V1A5,45,Nghe - Nói C1.1,3,12**5678901234567***
1346,FL222,H01,4,2,3,102HA5,,19V1A5,45,Nghe - Nói C1.1,3,12**5678901234567***
1347,FL222,H02,2,2,3,103HA5,,19V1A6,45,Nghe - Nói C1.1,3,12**5678901234567***
1348,FL222,H02,3,6,3,103HA5,,19V1A6,45,Nghe - Nói C1.1,3,12**5678901234567***
1349,FL301H,M01,3,4,2,CLC7FL,,FL18V1F1,40,Tiếng Anh văn phòng,2,12**5678901234567***
1350,FL301H,M02,6,4,2,CLC9FL,,FL18V1F2,40,Tiếng Anh văn phòng,2,12**5678901234567***
1351,FL302H,M01,4,1,2,CLC9FL,,FL18V1F1,40,Tiếng Anh kinh doanh,2,12**5678901234567***
1352,FL302H,M02,4,4,2,CLC9FL,,FL18V1F2,40,Tiếng Anh kinh doanh,2,12**5678901234567***
1353,FL303H,M01,4,4,2,CLC7FL,,FL18V1F1,40,Tiếng Anh du lịch,2,12**5678901234567***
1354,FL303H,M02,6,6,2,CLC9FL,,FL18V1F2,40,Tiếng Anh du lịch,2,12**5678901234567***
1355,FL304H,M01,7,6,2,CLC3FL,,FL18V1F1,40,Tiếng Anh nhà hàng-khách sạn,2,12**5678901234567***
1356,FL304H,M02,7,8,2,CLC3FL,,FL18V1F2,40,Tiếng Anh nhà hàng-khách sạn,2,12**5678901234567***
1357,FL304H,M03,7,4,2,CLC1FL,,FL18V1F3,40,Tiếng Anh nhà hàng-khách sạn,2,12**5678901234567***
1358,FS440C,M01,5,1,3,405/D2,,DA1866T1,50,Vi sinh thực phẩm,2,12**5678901234567***
1359,FS441C,M01,0,0,0,,,DA1866T1,50,TT. Vi sinh thực phẩm,1,12**5678901234567***
1360,HG104,H01,6,2,4,204HA5,,18U6A5,40,Anh văn chuyên môn khuyến nông,2,12**567890**********
1361,HG151,H01,6,6,3,102HA5,,19U7A5,50,Phương pháp nghiên cứu khoa học - KDNN,3,12**5678901234567***
1362,HG251,H01,4,6,2,204HA5,,19U7A5,50,Tổ chức sản xuất và kinh doanh nông nghiệp,3,12**567890**********
1363,HG251,H01,5,2,3,109/HA,,19U7A5,50,Tổ chức sản xuất và kinh doanh nông nghiệp,3,12**567890**********
1364,HG252,H01,5,6,3,202HA5,,18U7A5,40,Thương mại nông nghiệp,3,12**567890**********
1365,HG252,H01,4,6,2,104HA5,,18U7A5,40,Thương mại nông nghiệp,3,12**567890**********
1366,HG253,H01,4,2,4,104/HA,,18U7A5,40,Anh văn chuyên ngành kinh doanh nông nghiệp,2,**********1234567***
1367,HG256,H01,2,2,4,104HA5,,18U6A5,40,Quản trị và điều hành các tổ chức kinh tế hợp tác,2,12**567890**********
1368,HG302,H01,4,2,3,203HA5,,18U6A5,40,Đào tạo cán bộ tập huấn khuyến nông,3,**********1234567***
1369,HG302,H01,5,6,3,202HA5,,18U6A5,40,Đào tạo cán bộ tập huấn khuyến nông,3,**********1234567***
1370,HG303,H01,5,2,4,104HA5,,18U6A5,40,Xây dựng và quản lý dự án khuyến nông,2,**********1234567***
1371,HG351,H01,0,0,0,,,17U7A5,40,Luận văn tốt nghiệp – KDNN,10,12**5678901234567***
1372,HG352,H01,0,0,0,,,17U7A5,40,Tiểu luận tốt nghiệp – KDNN,4,12**5678901234567***
1373,HG354,H01,0,0,0,,,17U7A5,20,Chuyên đề tổng hợp Kinh doanh nông nghiệp,2,12**5678901234567***
1374,KC099H,M01,3,6,2,CLC2CN,,TN19V6F1,40,Hóa phân tích,2,12**5678901234567***
1375,KC101,01,4,4,2,211/B1,,KC101001,80,Xử lý tín hiệu số,2,12**5678901234567***
1376,KC101,02,6,6,2,105/A3,,KC101002,80,Xử lý tín hiệu số,2,12**5678901234567***
1377,KC101,03,6,8,2,105/A3,,KC101003,60,Xử lý tín hiệu số,2,12**5678901234567***
1378,KC101H,M01,3,6,2,CLC1CN,,TN20V6F1,40,An toàn trong thí nghiệm hóa học,1,12**5678901234567***
1379,KC102,01,6,6,2,203/KH,,KC102001,90,Thiết kế hệ thống số,2,12**5678901234567***
1380,KC102,02,6,8,2,203/KH,,KC102002,90,Thiết kế hệ thống số,2,12**5678901234567***
1381,KC102,03,3,6,2,103/A3,,KC102003,90,Thiết kế hệ thống số,2,12**5678901234567***
1382,KC102,04,2,1,2,302/CN,,KC102004,90,Thiết kế hệ thống số,2,12**5678901234567***
1383,KC103,01,0,0,0,,,KC103001,100,TT. Mạch và Tín hiệu,1,12**5678901234567***
1384,KC103H,M01,0,0,0,,,TN19V6F1,40,TT. Hóa vô cơ,2,12**5678901234567***
1385,KC104,01,6,6,2,206/C2,,KC104001,60,Sức bền vật liệu 1 - XD,2,12**5678901234567***
1386,KC105,01,2,4,2,201/D2,,KC105001,90,Sức bền vật liệu 2 - XD,2,12**5678901234567***
1387,KC105H,M01,7,6,4,HHUUCO,,TN19V6F1,40,TT. Hóa hữu cơ,2,12**5678901234567***
1388,KC106,01,4,3,3,301/CN,,KC106001,90,Cơ học đất,3,12**5678901234567***
1389,KC106,02,6,3,3,103/B1,,KC106002,90,Cơ học đất,3,12**5678901234567***
1390,KC106,03,6,3,3,308/CN,,KC106003,90,Cơ học đất,3,12**5678901234567***
1391,KC107,01,6,1,3,303/CN,,KC107001,60,Thống kê ứng dụng - XD,3,12**5678901234567***
1392,KC107H,M01,6,1,2,CLC1CN,,TN19V6F1,40,Hóa lý: Động học và điện hóa học,2,12**5678901234567***
1393,KC108H,M01,4,6,3,CLC1CN,,TN20V6F1,40,Hóa học đại cương,3,12**5678901234567***
1394,KC109,01,2,1,3,207/KH,,KC109001,60,Kết cấu bê tông cốt thép,3,12**5678901234567***
1395,KC110H,M01,6,1,4,H2-KH1,,KC110H01,100,TT. Hóa phân tích,2,12**5678901234567***
1396,KC111,01,6,1,4,MT3/CN,,KC111001,60,Tin học ứng dụng cầu,2,12**5678901234567***
1397,KC112,01,6,1,2,104/A3,,KC112001,60,Hóa lý: Nhiệt động hóa học,2,12**5678901234567***
1398,KC112H,M01,3,4,2,CLC1CN,,KC112H01,40,Vật liệu học,2,12**5678901234567***
1399,KC113,01,6,6,2,307/CN,,KC113001,80,An toàn trong thí nghiệm hóa học,1,12**5678901234567***
1400,KC113H,M01,3,3,3,406/D2,,KC113H01,40,Thiết kế và phân tích thí nghiệm,3,12**5678901234567***
1401,KC114,01,2,1,2,103/A3,,KC114001,80,Đồ họa kỹ thuật trên máy tính,2,12**5678901234567***
1402,KC114,02,4,1,2,104/A3,,KC114002,80,Đồ họa kỹ thuật trên máy tính,2,12**5678901234567***
1403,KC115,01,0,0,0,,,KC115001,100,TT. Địa chất công trình - CĐ,1,12**5678901234567***
1404,KC116,01,2,3,3,206/C2,,KC116001,60,Vật liệu điện,3,12**5678901234567***
1405,KC116,02,4,6,3,309/CN,,KC116002,70,Vật liệu điện,3,12**5678901234567***
